STORE_NBR,LYLTY_CARD_NBR,MONTH_END,TOT_SALES_PER_MONTH,TXN_COUNT
114,114252,11/30/2018,6.2,1
114,114008,11/30/2018,5.4,1
114,114002,11/30/2018,7.6,1
114,114033,11/30/2018,15,2
114,114063,11/30/2018,16.2,2
114,114050,11/30/2018,8.8,1
114,114114,11/30/2018,10.8,1
114,114043,11/30/2018,6,1
114,114082,11/30/2018,12,2
114,114163,11/30/2018,15.6,2
114,114237,11/30/2018,17.2,2
114,114153,11/30/2018,5.4,1
114,114223,11/30/2018,16,2
114,114084,11/30/2018,4.6,1
114,114007,11/30/2018,5.4,1
114,114214,11/30/2018,28.8,3
114,114136,11/30/2018,15.2,2
114,114185,11/30/2018,5.8,1
114,114014,11/30/2018,7.4,1
114,114181,11/30/2018,7.6,1
114,114229,11/30/2018,4.2,1
114,114156,12/31/2018,16.4,2
114,114184,12/31/2018,8.8,1
114,114120,12/31/2018,12.6,2
114,114087,12/31/2018,3,1
114,114193,12/31/2018,5.8,1
114,114225,12/31/2018,5.2,1
114,114170,12/31/2018,7.4,1
114,114124,12/31/2018,17.6,2
114,114250,12/31/2018,6.6,1
114,114020,12/31/2018,7.2,1
114,114212,12/31/2018,11.4,1
114,114256,12/31/2018,10.2,1
114,114116,12/31/2018,3.8,1
114,114169,12/31/2018,5.2,1
114,114134,12/31/2018,9,2
114,114058,12/31/2018,6.6,1
114,114082,12/31/2018,12,2
114,114131,12/31/2018,7.4,1
114,114003,12/31/2018,7.6,1
114,114102,12/31/2018,7.6,1
114,114147,12/31/2018,6,1
114,114075,12/31/2018,10.2,2
114,114038,12/31/2018,9.2,1
114,114251,12/31/2018,20,2
114,114136,12/31/2018,6,1
114,114166,12/31/2018,9.2,1
114,114127,12/31/2018,26.6,3
114,114142,12/31/2018,4.8,1
114,114207,12/31/2018,6,1
114,114230,12/31/2018,6.2,1
114,114008,12/31/2018,8.8,1
114,114191,12/31/2018,8.6,1
114,114247,12/31/2018,11.2,2
114,114039,12/31/2018,6,1
114,114158,12/31/2018,5.2,1
114,114125,12/31/2018,4.2,1
114,114189,12/31/2018,12.2,2
114,114076,12/31/2018,20,3
114,114188,12/31/2018,4.6,1
114,114178,12/31/2018,6,1
114,114180,12/31/2018,12,2
114,114155,12/31/2018,16,2
114,114138,12/31/2018,10.8,2
114,114182,12/31/2018,8.8,1
114,114161,12/31/2018,6.6,1
114,114194,12/31/2018,8.8,1
114,114174,12/31/2018,5.4,1
114,114021,12/31/2018,8.8,1
114,114223,12/31/2018,11.4,1
114,114084,12/31/2018,6,1
114,114106,12/31/2018,13.4,2
114,114035,12/31/2018,4.8,1
114,114164,12/31/2018,6.6,1
114,114068,12/31/2018,5.8,1
114,114253,12/31/2018,11.4,1
114,114153,12/31/2018,6.6,1
114,114219,12/31/2018,3.8,1
114,114228,12/31/2018,6.6,1
114,114252,12/31/2018,15.2,2
114,114152,12/31/2018,9.4,2
114,114176,12/31/2018,6,1
114,114201,12/31/2018,7.4,1
114,114190,12/31/2018,8.4,1
114,114094,12/31/2018,3.4,1
114,114224,12/31/2018,9.2,2
114,114171,12/31/2018,10.8,1
114,114143,12/31/2018,13.6,2
114,114159,12/31/2018,7.4,1
114,114130,12/31/2018,5.2,1
114,114098,12/31/2018,6,1
114,114109,12/31/2018,8.8,1
114,114053,12/31/2018,8.6,1
114,114167,12/31/2018,6.6,1
114,114009,12/31/2018,11.4,1
114,114090,12/31/2018,32.8,3
114,114025,12/31/2018,7.6,1
114,114001,12/31/2018,9.2,1
114,114054,12/31/2018,10.8,1
114,114101,12/31/2018,9.2,1
114,114002,12/31/2018,3.4,1
114,114141,12/31/2018,10.4,2
114,114113,12/31/2018,5.8,1
114,114239,12/31/2018,8.8,1
114,114072,12/31/2018,13,1
114,114029,12/31/2018,17,2
114,114123,12/31/2018,12,2
114,114092,12/31/2018,11.8,2
114,114236,12/31/2018,6,1
114,114026,12/31/2018,10.8,2
114,114221,12/31/2018,8.4,1
114,114121,12/31/2018,10.8,1
114,114204,12/31/2018,21.6,2
114,114065,12/31/2018,8.8,1
114,114118,12/31/2018,4.2,1
114,114192,12/31/2018,14.8,2
114,114135,12/31/2018,7.8,1
114,114254,12/31/2018,8.8,2
114,114100,12/31/2018,5.2,1
114,114085,12/31/2018,5.2,1
114,114165,1/31/2019,7.4,1
114,114005,1/31/2019,7.4,1
114,114193,1/31/2019,9.2,1
114,114133,1/31/2019,10.2,1
114,114160,1/31/2019,5.4,1
114,114116,1/31/2019,9,2
114,114162,1/31/2019,6,1
114,114006,1/31/2019,8.4,1
114,114070,1/31/2019,10.8,1
114,114181,1/31/2019,6,1
114,114024,1/31/2019,7.6,1
114,114227,1/31/2019,9.2,1
114,114076,1/31/2019,8.4,1
114,114185,1/31/2019,8.8,1
114,114224,1/31/2019,7.6,1
114,114177,1/31/2019,9.2,1
114,114244,1/31/2019,6,1
114,114121,1/31/2019,11.8,1
114,114080,1/31/2019,9.2,1
114,114015,1/31/2019,8.4,1
114,114003,1/31/2019,11.4,1
114,114107,1/31/2019,11.8,1
114,114183,1/31/2019,3,1
114,114105,1/31/2019,11.4,1
114,114213,1/31/2019,15.2,2
114,114188,1/31/2019,6,1
114,114021,1/31/2019,12.6,3
114,114095,1/31/2019,9.2,1
114,114206,1/31/2019,5.8,1
114,114242,1/31/2019,30.6,3
114,114098,1/31/2019,16,2
114,114118,1/31/2019,5.2,1
114,114096,1/31/2019,20.6,2
114,114248,1/31/2019,17.4,2
114,114046,1/31/2019,3.4,1
114,114209,1/31/2019,6,1
114,114009,1/31/2019,16.6,2
114,114028,1/31/2019,6,1
114,114066,1/31/2019,8.4,1
114,114229,1/31/2019,11.2,2
114,114007,1/31/2019,5.2,1
114,114144,1/31/2019,3.4,1
114,114122,1/31/2019,11.8,1
114,114166,1/31/2019,4.2,1
114,114169,1/31/2019,11.4,1
114,114035,1/31/2019,13.4,2
114,114097,1/31/2019,3.6,1
114,114132,1/31/2019,10.2,1
114,114205,1/31/2019,10.2,1
114,114255,1/31/2019,3.8,1
114,114072,1/31/2019,12,2
114,114114,1/31/2019,6.6,1
114,114135,1/31/2019,17.8,3
114,114049,1/31/2019,7.4,1
114,114154,1/31/2019,9.2,2
114,114171,1/31/2019,5.8,1
114,114241,1/31/2019,5.8,1
114,114199,1/31/2019,8.8,1
114,114237,1/31/2019,11.4,1
114,114012,1/31/2019,12.8,2
114,114059,1/31/2019,11.4,1
114,114050,1/31/2019,16.8,2
114,114245,1/31/2019,6,1
114,114136,1/31/2019,14,2
114,114018,1/31/2019,6.6,1
114,114252,1/31/2019,6,1
114,114092,1/31/2019,20.8,3
114,114172,1/31/2019,5.2,1
114,114212,1/31/2019,9.2,1
114,114150,1/31/2019,7.4,1
114,114137,1/31/2019,4.2,1
114,114143,1/31/2019,10.2,1
114,114250,1/31/2019,6,1
114,114029,1/31/2019,3.4,1
114,114161,1/31/2019,5.4,1
114,114010,1/31/2019,18.4,2
114,114233,1/31/2019,8.4,1
114,114201,1/31/2019,4.6,1
114,114149,1/31/2019,5.2,1
114,114146,1/31/2019,10.8,1
114,114067,1/31/2019,11.4,1
114,114196,1/31/2019,4.6,1
114,114062,1/31/2019,6,1
114,114042,1/31/2019,6,1
114,114083,1/31/2019,7.2,1
114,114138,1/31/2019,3,1
114,114016,1/31/2019,5.6,1
114,114109,1/31/2019,6,1
114,114090,1/31/2019,7.6,1
114,114220,1/31/2019,10.8,1
114,114013,1/31/2019,27,3
114,114207,1/31/2019,8.8,1
114,114001,1/31/2019,6,1
114,114231,1/31/2019,11,2
114,114247,1/31/2019,9.2,1
114,114082,1/31/2019,7.8,1
114,114130,1/31/2019,6.6,1
114,114112,1/31/2019,8.8,1
114,114077,1/31/2019,10.4,2
114,114037,1/31/2019,16.2,2
114,114021,2/28/2019,9.2,1
114,114168,2/28/2019,8.4,1
114,114212,2/28/2019,6,1
114,114190,2/28/2019,4.8,1
114,114096,2/28/2019,13.2,2
114,114191,2/28/2019,8.8,1
114,114201,2/28/2019,6,1
114,114198,2/28/2019,7.4,1
114,114055,2/28/2019,6.6,1
114,114058,2/28/2019,6,1
114,114173,2/28/2019,10.2,1
114,114211,2/28/2019,7.2,1
114,114099,2/28/2019,5.2,1
114,114140,2/28/2019,6,1
114,114083,2/28/2019,38.2,4
114,114234,2/28/2019,11.4,1
114,114081,2/28/2019,7.6,1
114,114037,2/28/2019,5.2,1
114,114117,2/28/2019,6.6,1
114,114114,2/28/2019,19,2
114,114127,2/28/2019,7.4,1
114,114053,2/28/2019,17.2,3
114,114073,2/28/2019,6.6,1
114,114204,2/28/2019,20.6,2
114,114138,2/28/2019,6,1
114,114223,2/28/2019,7.6,1
114,114023,2/28/2019,6.6,1
114,114062,2/28/2019,7.4,1
114,114192,2/28/2019,15.2,2
114,114207,2/28/2019,14.6,2
114,114145,2/28/2019,6,1
114,114035,2/28/2019,6.6,1
114,114115,2/28/2019,4.8,1
114,114047,2/28/2019,6,1
114,114126,2/28/2019,11.4,1
114,114060,2/28/2019,8.4,1
114,114100,2/28/2019,6,1
114,114009,2/28/2019,8.8,1
114,114004,2/28/2019,6,1
114,114186,2/28/2019,11.2,2
114,114065,2/28/2019,10.2,1
114,114163,2/28/2019,21.6,2
114,114226,2/28/2019,3.8,1
114,114243,2/28/2019,6.6,1
114,114149,2/28/2019,7.4,1
114,114040,2/28/2019,5.4,1
114,114069,2/28/2019,16.8,2
114,114183,2/28/2019,6,1
114,114039,2/28/2019,8.4,2
114,114123,2/28/2019,3.8,1
114,114169,2/28/2019,5.6,1
114,114170,2/28/2019,11.4,1
114,114019,2/28/2019,7.4,1
114,114120,2/28/2019,6,1
114,114151,2/28/2019,10.8,1
114,114080,2/28/2019,3.8,1
114,114098,2/28/2019,15,2
114,114020,2/28/2019,7.2,1
114,114077,2/28/2019,5.4,1
114,114135,2/28/2019,8.8,1
114,114233,2/28/2019,5.8,1
114,114143,2/28/2019,3,1
114,114032,2/28/2019,4.2,1
114,114174,2/28/2019,9,2
114,114225,2/28/2019,11.4,1
114,114038,2/28/2019,5.2,1
114,114159,2/28/2019,23.4,3
114,114104,2/28/2019,13,2
114,114241,2/28/2019,3.8,1
114,114221,2/28/2019,3.4,1
114,114093,2/28/2019,8.8,1
114,114056,2/28/2019,12.2,2
114,114029,2/28/2019,3.4,1
114,114002,2/28/2019,6,1
114,114206,2/28/2019,14.6,2
114,114218,2/28/2019,5.4,1
114,114136,2/28/2019,20,2
114,114172,2/28/2019,6,1
114,114185,2/28/2019,3.4,1
114,114161,2/28/2019,13.6,2
114,114209,2/28/2019,17.8,3
114,114152,2/28/2019,11.4,1
114,114089,2/28/2019,7.6,1
114,114054,2/28/2019,9.2,1
114,114116,2/28/2019,9.2,1
114,114202,2/28/2019,7.6,1
114,114121,2/28/2019,12.6,2
114,114165,2/28/2019,5.8,1
114,114085,2/28/2019,10.8,1
114,114157,2/28/2019,5.8,1
114,114001,2/28/2019,5.8,1
114,114028,2/28/2019,8.8,1
114,114000,2/28/2019,9.2,1
114,114112,2/28/2019,15.2,2
114,114109,2/28/2019,5.2,1
114,114171,3/31/2019,5.8,1
114,114215,3/31/2019,9.4,2
114,114226,3/31/2019,13,1
114,114216,3/31/2019,9,2
114,114250,3/31/2019,3.6,1
114,114090,3/31/2019,11.4,1
114,114078,3/31/2019,6.6,1
114,114113,3/31/2019,3.8,1
114,114168,3/31/2019,6,1
114,114190,3/31/2019,6,1
114,114068,3/31/2019,5.2,1
114,114130,3/31/2019,4.8,1
114,114150,3/31/2019,6.6,1
114,114198,3/31/2019,4.2,1
114,114249,3/31/2019,11.8,2
114,114084,3/31/2019,3.6,1
114,114100,3/31/2019,7.6,1
114,114208,3/31/2019,11.4,1
114,114187,3/31/2019,4.8,1
114,114079,3/31/2019,18.4,3
114,114095,3/31/2019,7.8,1
114,114018,3/31/2019,7.4,1
114,114055,3/31/2019,5.2,1
114,114240,3/31/2019,10.8,1
114,114238,3/31/2019,7.2,1
114,114040,3/31/2019,6,1
114,114194,3/31/2019,9.2,2
114,114039,3/31/2019,13.4,2
114,114128,3/31/2019,16,2
114,114256,3/31/2019,7.4,1
114,114237,3/31/2019,12.2,2
114,114125,3/31/2019,5.2,1
114,114247,3/31/2019,6,1
114,114206,3/31/2019,5.2,1
114,114197,3/31/2019,11.4,1
114,114075,3/31/2019,5.4,1
114,114180,3/31/2019,6,1
114,114011,3/31/2019,11.4,1
114,114164,3/31/2019,7.6,1
114,114185,3/31/2019,13,2
114,114031,3/31/2019,11.6,2
114,114204,3/31/2019,8.8,1
114,114156,3/31/2019,6,1
114,114138,3/31/2019,6,1
114,114222,3/31/2019,12.6,2
114,114098,3/31/2019,6,1
114,114151,3/31/2019,15.8,2
114,114028,3/31/2019,7.4,1
114,114119,3/31/2019,17.2,3
114,114210,3/31/2019,5.4,1
114,114091,3/31/2019,8.8,1
114,114212,3/31/2019,7.4,1
114,114076,3/31/2019,12.6,2
114,114176,3/31/2019,5.8,1
114,114178,3/31/2019,9.2,1
114,114024,3/31/2019,6,1
114,114087,3/31/2019,7.6,1
114,114102,3/31/2019,5.4,1
114,114191,3/31/2019,7.4,1
114,114106,3/31/2019,4.2,1
114,114219,3/31/2019,8.8,1
114,114052,3/31/2019,5.2,1
114,114174,3/31/2019,5.2,1
114,114148,3/31/2019,7.2,1
114,114135,3/31/2019,4.2,1
114,114086,3/31/2019,21.6,2
114,114181,3/31/2019,3.8,1
114,114139,3/31/2019,10.8,2
114,114155,3/31/2019,3.8,1
114,114104,3/31/2019,7.6,1
114,114116,3/31/2019,3.8,1
114,114006,3/31/2019,20.6,2
114,114146,3/31/2019,11.6,2
114,114144,3/31/2019,6,1
114,114051,3/31/2019,9.2,1
114,114062,3/31/2019,7.8,1
114,114131,3/31/2019,3.8,1
114,114161,3/31/2019,12,2
114,114080,3/31/2019,11.6,2
114,114214,3/31/2019,9.2,1
114,114221,3/31/2019,6.6,1
114,114162,3/31/2019,9.2,1
114,114044,3/31/2019,9.8,2
114,114145,3/31/2019,5.8,1
114,114043,3/31/2019,10.8,1
114,114129,3/31/2019,8.8,1
114,114136,3/31/2019,8.4,1
114,114058,3/31/2019,5.8,1
114,114133,3/31/2019,19.6,3
114,114057,3/31/2019,19,2
114,114140,3/31/2019,10.2,1
114,114203,3/31/2019,8.8,1
114,114037,3/31/2019,5.2,1
114,114016,3/31/2019,6,1
114,114015,3/31/2019,10.8,1
114,114030,3/31/2019,6.2,1
114,114050,3/31/2019,10.8,1
114,114199,3/31/2019,5.4,1
114,114170,3/31/2019,19,2
114,114007,3/31/2019,3.8,1
114,114060,3/31/2019,6,1
114,114012,3/31/2019,7.4,1
114,114234,3/31/2019,21.6,2
114,114163,3/31/2019,8.4,1
114,114053,3/31/2019,9.2,1
114,114025,3/31/2019,6,1
114,114109,3/31/2019,4.8,1
114,114065,3/31/2019,3,1
114,114217,3/31/2019,3.8,1
114,114224,3/31/2019,3,1
114,114167,3/31/2019,34.4,4
114,114184,3/31/2019,3.4,1
114,114177,3/31/2019,7.8,1
114,114114,4/30/2019,6,2
114,114053,4/30/2019,11.8,2
114,114247,4/30/2019,6.2,1
114,114156,4/30/2019,22.6,3
114,114231,4/30/2019,10.2,2
114,114110,4/30/2019,5.2,1
114,114063,4/30/2019,9.2,1
114,114226,4/30/2019,7.8,1
114,114222,4/30/2019,3,1
114,114229,4/30/2019,29.4,3
114,114136,4/30/2019,8.4,1
114,114093,4/30/2019,8.8,1
114,114015,4/30/2019,6,1
114,114112,4/30/2019,5.4,1
114,114205,4/30/2019,6.6,1
114,114141,4/30/2019,7.6,1
114,114203,4/30/2019,10.2,1
114,114184,4/30/2019,6.2,1
114,114094,4/30/2019,11.8,2
114,114218,4/30/2019,17.6,3
114,114249,4/30/2019,9.2,1
114,114142,4/30/2019,3.4,1
114,114209,4/30/2019,5.2,1
114,114117,4/30/2019,6,1
114,114026,4/30/2019,9.2,2
114,114138,4/30/2019,6,1
114,114088,4/30/2019,15,2
114,114251,4/30/2019,11.2,2
114,114074,4/30/2019,10.8,1
114,114224,4/30/2019,6,1
114,114054,4/30/2019,9.4,2
114,114174,4/30/2019,7.6,1
114,114199,4/30/2019,3,1
114,114163,4/30/2019,18.8,3
114,114058,4/30/2019,11.4,1
114,114253,4/30/2019,5.8,1
114,114039,4/30/2019,3.8,1
114,114201,4/30/2019,6.6,1
114,114116,4/30/2019,19,2
114,114237,4/30/2019,5.4,1
114,114014,4/30/2019,14,2
114,114217,4/30/2019,3.4,1
114,114052,4/30/2019,6,1
114,114038,4/30/2019,4.2,1
114,114196,4/30/2019,16,2
114,114033,4/30/2019,16.6,2
114,114177,4/30/2019,7.4,1
114,114153,4/30/2019,14.6,2
114,114121,4/30/2019,6,1
114,114225,4/30/2019,7.4,1
114,114227,4/30/2019,11.2,2
114,114075,4/30/2019,3.4,1
114,114206,4/30/2019,19.6,3
114,114223,4/30/2019,5.2,1
114,114086,4/30/2019,4.6,1
114,114115,4/30/2019,7.4,1
114,114022,4/30/2019,4.2,1
114,114187,4/30/2019,8.8,1
114,114192,4/30/2019,3.8,1
114,114082,4/30/2019,5.4,1
114,114096,4/30/2019,5.2,1
114,114216,4/30/2019,6,1
114,114109,4/30/2019,4.2,1
114,114079,4/30/2019,6,1
114,114167,4/30/2019,9.2,1
114,114048,4/30/2019,3,1
114,114051,4/30/2019,7.6,1
114,114232,4/30/2019,3.4,1
114,114064,4/30/2019,7.6,1
114,114017,4/30/2019,9.2,1
114,114123,4/30/2019,11.4,1
114,114025,4/30/2019,15,2
114,114037,4/30/2019,8.8,1
114,114126,4/30/2019,8.8,1
114,114189,4/30/2019,6.6,1
114,114071,4/30/2019,6,1
114,114144,4/30/2019,10.2,1
114,114194,4/30/2019,3.8,1
114,114214,4/30/2019,8.8,1
114,114230,4/30/2019,6.6,1
114,114028,4/30/2019,11.4,1
114,114238,4/30/2019,7.6,1
114,114242,4/30/2019,3.8,1
114,114243,4/30/2019,8.8,1
114,114095,4/30/2019,3.8,1
114,114047,4/30/2019,5.2,1
114,114139,4/30/2019,5.2,1
114,114084,4/30/2019,10.2,1
114,114106,4/30/2019,4.8,1
114,114186,4/30/2019,6,1
114,114160,4/30/2019,3,1
114,114183,4/30/2019,6,1
114,114024,4/30/2019,9.2,1
114,114000,4/30/2019,3.4,1
114,114067,4/30/2019,12,2
114,114220,4/30/2019,12.6,2
114,114010,4/30/2019,5.2,1
114,114188,4/30/2019,7.4,1
114,114021,4/30/2019,9.2,1
114,114073,4/30/2019,6,1
114,114040,4/30/2019,7.8,1
114,114128,4/30/2019,13,2
114,114103,4/30/2019,9.2,1
114,114158,4/30/2019,9.2,1
114,114091,4/30/2019,11.4,1
114,114044,4/30/2019,6,1
114,114146,5/31/2019,5.6,1
114,114172,5/31/2019,9.2,1
114,114199,5/31/2019,15,2
114,114140,5/31/2019,5.2,1
114,114144,5/31/2019,25.6,2
114,114030,5/31/2019,6,1
114,114086,5/31/2019,3.6,1
114,114225,5/31/2019,18.2,3
114,114008,5/31/2019,15,1
114,114072,5/31/2019,10.2,1
114,114132,5/31/2019,10.8,1
114,114192,5/31/2019,4.2,1
114,114185,5/31/2019,9.6,2
114,114254,5/31/2019,9.9,2
114,114111,5/31/2019,2.6,1
114,114003,5/31/2019,15.9,3
114,114052,5/31/2019,8.8,1
114,114209,5/31/2019,4.2,1
114,114049,5/31/2019,9.2,1
114,114193,5/31/2019,10.7,3
114,114007,5/31/2019,13,1
114,114206,5/31/2019,6,1
114,114154,5/31/2019,9,2
114,114207,5/31/2019,6,1
114,114239,5/31/2019,9.2,1
114,114009,5/31/2019,3,1
114,114076,5/31/2019,3,1
114,114241,5/31/2019,6,1
114,114043,5/31/2019,7.4,1
114,114231,5/31/2019,11.9,2
114,114002,5/31/2019,7.2,1
114,114000,5/31/2019,11.6,2
114,114091,5/31/2019,17.6,3
114,114195,5/31/2019,6,1
114,114010,5/31/2019,3.1,1
114,114042,5/31/2019,6.6,1
114,114025,5/31/2019,10.2,1
114,114068,5/31/2019,5.2,1
114,114183,5/31/2019,6,1
114,114145,5/31/2019,6,1
114,114253,5/31/2019,13.6,2
114,114024,5/31/2019,3.8,1
114,114150,5/31/2019,4.2,1
114,114078,5/31/2019,3.8,1
114,114156,5/31/2019,9.2,1
114,114136,5/31/2019,9.2,1
114,114238,5/31/2019,10.2,1
114,114196,5/31/2019,5.4,1
114,114090,5/31/2019,5.2,1
114,114149,5/31/2019,16.2,2
114,114077,5/31/2019,4.4,1
114,114141,5/31/2019,5.4,1
114,114048,5/31/2019,5.2,1
114,114117,5/31/2019,6,1
114,114188,5/31/2019,10.8,3
114,114061,5/31/2019,5.2,1
114,114247,5/31/2019,3.8,1
114,114197,5/31/2019,6.6,1
114,114213,5/31/2019,15.2,2
114,114125,5/31/2019,4.2,1
114,114139,5/31/2019,10.4,2
114,114123,5/31/2019,12.05,2
114,114046,5/31/2019,8.8,1
114,114211,5/31/2019,5.8,1
114,114147,5/31/2019,7.4,1
114,114167,5/31/2019,2.7,1
114,114005,5/31/2019,11.4,1
114,114256,5/31/2019,7.6,1
114,114006,5/31/2019,13,2
114,114208,5/31/2019,5.4,1
114,114174,5/31/2019,4.6,1
114,114017,5/31/2019,5.8,1
114,114026,5/31/2019,3,1
114,114228,5/31/2019,10.8,1
114,114153,5/31/2019,4.6,1
114,114173,5/31/2019,6,1
114,114054,5/31/2019,11.2,2
114,114217,5/31/2019,5.1,1
114,114089,5/31/2019,7.6,1
114,114040,5/31/2019,6.6,1
114,114057,5/31/2019,3.6,1
114,114075,5/31/2019,9.2,1
114,114134,5/31/2019,3.4,1
114,114071,5/31/2019,9.2,1
114,114129,5/31/2019,5.8,1
114,114018,5/31/2019,6.6,1
114,114067,5/31/2019,20,3
114,114216,5/31/2019,14.6,2
114,114029,5/31/2019,6.6,1
114,114113,5/31/2019,6,1
114,114016,5/31/2019,18.4,3
114,114210,5/31/2019,6.6,1
114,114179,5/31/2019,3,1
114,114171,5/31/2019,14.6,2
114,114045,5/31/2019,3,1
114,114059,5/31/2019,5.4,1
114,114016,6/30/2019,11.4,1
114,114226,6/30/2019,5.4,1
114,114078,6/30/2019,3.4,1
114,114207,6/30/2019,7.4,1
114,114100,6/30/2019,9.2,1
114,114096,6/30/2019,7.2,1
114,114125,6/30/2019,10.8,1
114,114144,6/30/2019,3,1
114,114202,6/30/2019,7.6,1
114,114056,6/30/2019,8.8,1
114,114222,6/30/2019,7.4,1
114,114248,6/30/2019,6.6,1
114,114244,6/30/2019,5.2,1
114,114029,6/30/2019,17.8,2
114,114022,6/30/2019,3.4,1
114,114021,6/30/2019,7.4,1
114,114234,6/30/2019,11.4,1
114,114237,6/30/2019,8.4,1
114,114210,6/30/2019,4.2,1
114,114165,6/30/2019,5.2,1
114,114137,6/30/2019,9.8,2
114,114150,6/30/2019,6,1
114,114043,6/30/2019,19.6,2
114,114164,6/30/2019,6.6,1
114,114082,6/30/2019,10.6,2
114,114038,6/30/2019,6,1
114,114134,6/30/2019,14.4,2
114,114121,6/30/2019,3.4,1
114,114079,6/30/2019,6,1
114,114103,6/30/2019,8.4,1
114,114006,6/30/2019,27.6,4
114,114135,6/30/2019,8.6,1
114,114230,6/30/2019,3.8,1
114,114070,6/30/2019,4.8,1
114,114153,6/30/2019,3.8,1
114,114059,6/30/2019,16.2,2
114,114024,6/30/2019,3.8,1
114,114084,6/30/2019,7.6,1
114,114151,6/30/2019,7.8,1
114,114200,6/30/2019,25.4,3
114,114195,6/30/2019,15.2,3
114,114118,6/30/2019,16,2
114,114126,6/30/2019,9.6,2
114,114192,6/30/2019,7.4,1
114,114146,6/30/2019,17.8,3
114,114122,6/30/2019,5.2,1
114,114163,6/30/2019,5.8,1
114,114061,6/30/2019,6,1
114,114058,6/30/2019,11.8,2
114,114044,6/30/2019,3.8,1
114,114039,6/30/2019,6.6,1
114,114092,6/30/2019,20.4,3
114,114211,6/30/2019,5.8,1
114,114042,6/30/2019,7.8,1
114,114066,6/30/2019,13.6,2
114,114214,6/30/2019,7.4,1
114,114093,6/30/2019,17.4,2
114,114076,6/30/2019,14.2,2
114,114040,6/30/2019,17.4,3
114,114091,6/30/2019,11.8,2
114,114086,6/30/2019,17,3
114,114068,6/30/2019,9.2,1
114,114104,6/30/2019,7.6,1
114,114169,6/30/2019,16.2,2
114,114224,6/30/2019,7.4,1
114,114045,6/30/2019,11.4,1
114,114054,6/30/2019,14,2
114,114212,6/30/2019,9.2,1
114,114208,6/30/2019,19.6,3
114,114067,6/30/2019,10.8,1
114,114228,6/30/2019,6,1
114,114232,6/30/2019,13.6,2
114,114233,6/30/2019,5.4,1
114,114162,6/30/2019,3.8,1
114,114004,6/30/2019,5.4,1
114,114028,6/30/2019,7.6,1
114,114167,6/30/2019,7.4,1
114,114193,6/30/2019,12.4,2
114,114020,6/30/2019,10.6,2
114,114001,6/30/2019,3,1
114,114017,6/30/2019,7.6,1
114,114009,6/30/2019,14.4,2
114,114185,6/30/2019,13,1
114,114090,6/30/2019,9.2,1
114,114174,6/30/2019,15.2,2
114,114111,6/30/2019,10.8,1
114,114183,6/30/2019,6,1
114,114145,6/30/2019,14.2,2
114,114072,6/30/2019,10.8,1
114,114053,6/30/2019,9.2,1
114,114007,6/30/2019,7.2,1
114,114245,6/30/2019,4.2,1
114,114012,6/30/2019,3.4,1
114,114238,6/30/2019,19.8,2
114,114220,6/30/2019,22,3
114,114155,6/30/2019,6,1
114,114250,6/30/2019,10.8,1
114,114179,6/30/2019,5.2,1
114,114156,6/30/2019,3,1
114,114217,6/30/2019,20.6,2
114,114052,6/30/2019,6,1
114,114112,6/30/2019,5.2,1
114,114114,6/30/2019,3.8,1
114,114252,6/30/2019,9.2,1
114,114213,6/30/2019,10.8,1
115,115379,7/31/2018,3.4,1
115,115254,7/31/2018,8.4,1
115,115469,7/31/2018,3.7,1
115,115456,7/31/2018,7.4,1
115,115057,7/31/2018,7.4,1
115,115106,7/31/2018,5.2,1
115,115251,7/31/2018,4.8,1
115,115439,7/31/2018,3.6,1
115,115175,7/31/2018,11.4,1
115,115250,7/31/2018,5.4,1
115,115364,7/31/2018,9.8,2
115,115249,7/31/2018,6.6,1
115,115136,7/31/2018,6.6,1
115,115334,7/31/2018,8.8,1
115,115384,7/31/2018,8.8,1
115,115380,7/31/2018,13,2
115,115181,7/31/2018,5.4,1
115,115414,7/31/2018,5.4,1
115,115279,7/31/2018,7.6,1
115,115389,7/31/2018,4.2,1
115,115076,7/31/2018,5.2,1
115,115266,7/31/2018,7.6,1
115,115010,7/31/2018,4.2,1
115,115437,7/31/2018,5.4,1
115,115393,7/31/2018,4.2,1
115,115046,7/31/2018,10.2,1
115,115472,7/31/2018,9.2,1
115,115278,7/31/2018,3.4,1
115,115101,7/31/2018,3.4,1
115,115325,7/31/2018,6.6,1
115,115032,7/31/2018,6,1
115,115072,7/31/2018,6,1
115,115424,7/31/2018,10.8,1
115,115172,7/31/2018,6,1
115,115448,7/31/2018,7.4,1
115,115417,7/31/2018,21.4,2
115,115342,7/31/2018,4.6,1
115,115015,7/31/2018,3.4,1
115,115277,7/31/2018,8.8,1
115,115197,7/31/2018,9.2,1
115,115160,7/31/2018,7.4,1
115,115086,7/31/2018,12.6,2
115,115164,7/31/2018,6,1
115,115052,7/31/2018,5.6,1
115,115056,7/31/2018,7.8,1
115,115051,7/31/2018,14.2,2
115,115407,7/31/2018,11.4,1
115,115425,7/31/2018,6.6,1
115,115191,7/31/2018,7.4,1
115,115325,8/31/2018,6,1
115,115474,8/31/2018,10.8,1
115,115376,8/31/2018,7.8,1
115,115485,8/31/2018,5.4,1
115,115306,8/31/2018,16.2,1
115,115348,8/31/2018,10.2,1
115,115132,8/31/2018,11.4,1
